UID;Molecular Formula
3799;C$_{60}$H$_{24}$
3800;C$_{60}$H$_{24}$
3804;C$_{60}$H$_{24}$-
3805;C$_{60}$H$_{24}$-
3806;C$_{60}$H$_{24}$-
3807;C$_{60}$H$_{24}$-
3808;C$_{60}$H$_{24}$-
3809;C$_{60}$H$_{24}$-
3810;C$_{60}$H$_{22}$-
3811;C$_{60}$H$_{22}$
3823;C$_{54}$H$_{28}$-
3824;C$_{54}$H$_{28}$-
3825;C$_{54}$H$_{28}$-
3826;C$_{54}$H$_{28}$
3827;C$_{54}$H$_{28}$
3828;C$_{54}$H$_{28}$
3832;C$_{54}$H$_{30}$-
3833;C$_{54}$H$_{30}$-
3834;C$_{54}$H$_{30}$-
3835;C$_{54}$H$_{30}$
3836;C$_{54}$H$_{30}$
3837;C$_{54}$H$_{30}$
3839;C$_{54}$H$_{26}$-
3840;C$_{54}$H$_{26}$-
3841;C$_{54}$H$_{26}$-
3842;C$_{54}$H$_{26}$-
3843;C$_{54}$H$_{26}$-
3844;C$_{54}$H$_{26}$-
3845;C$_{54}$H$_{26}$-
3846;C$_{54}$H$_{26}$
3847;C$_{54}$H$_{26}$
3848;C$_{54}$H$_{26}$
3849;C$_{54}$H$_{26}$
3850;C$_{54}$H$_{26}$
3851;C$_{54}$H$_{26}$
3852;C$_{54}$H$_{26}$
3853;C$_{54}$H$_{26}$
3854;C$_{54}$H$_{26}$
3855;C$_{54}$H$_{26}$
3856;C$_{54}$H$_{26}$
3863;C$_{54}$H$_{26}$-
3864;C$_{54}$H$_{26}$-
3865;C$_{54}$H$_{26}$-
3866;C$_{54}$H$_{26}$-
3867;C$_{54}$H$_{24}$
3868;C$_{54}$H$_{24}$
3869;C$_{54}$H$_{24}$
3870;C$_{54}$H$_{24}$
3871;C$_{54}$H$_{24}$
3872;C$_{54}$H$_{24}$
3873;C$_{54}$H$_{24}$
3874;C$_{54}$H$_{24}$
3875;C$_{54}$H$_{24}$
3876;C$_{54}$H$_{24}$
3883;C$_{54}$H$_{24}$-
3884;C$_{54}$H$_{24}$-
3885;C$_{54}$H$_{24}$
3886;C$_{54}$H$_{24}$
3893;C$_{54}$H$_{24}$-
3894;C$_{54}$H$_{24}$-
3895;C$_{54}$H$_{24}$-
3896;C$_{54}$H$_{24}$-
3897;C$_{54}$H$_{24}$-
3898;C$_{54}$H$_{24}$-
3899;C$_{54}$H$_{24}$-
3900;C$_{54}$H$_{24}$-
3901;C$_{54}$H$_{24}$-
3902;C$_{54}$H$_{24}$-
3910;C$_{48}$H$_{26}$-
3911;C$_{48}$H$_{26}$-
3912;C$_{48}$H$_{26}$
3913;C$_{48}$H$_{26}$
3918;C$_{54}$H$_{22}$-
3919;C$_{54}$H$_{22}$-
3920;C$_{54}$H$_{22}$-
3921;C$_{54}$H$_{22}$-
3922;C$_{54}$H$_{22}$
3923;C$_{54}$H$_{22}$
3924;C$_{54}$H$_{22}$
3925;C$_{54}$H$_{22}$
3927;C$_{48}$H$_{24}$-
3928;C$_{48}$H$_{24}$-
3929;C$_{48}$H$_{24}$-
3930;C$_{48}$H$_{24}$
3931;C$_{48}$H$_{24}$
3932;C$_{48}$H$_{24}$
3933;C$_{48}$H$_{24}$
3934;C$_{48}$H$_{22}$-
3935;C$_{48}$H$_{22}$-
3936;C$_{48}$H$_{22}$-
3937;C$_{48}$H$_{22}$
3938;C$_{48}$H$_{22}$
3939;C$_{48}$H$_{22}$
3940;C$_{48}$H$_{22}$
3941;C$_{48}$H$_{22}$
3942;C$_{48}$H$_{22}$
3943;C$_{48}$H$_{22}$
3944;C$_{48}$H$_{22}$
3949;C$_{48}$H$_{24}$-
3951;C$_{48}$H$_{20}$-
3952;C$_{48}$H$_{20}$
3961;C$_{48}$H$_{22}$-
3962;C$_{48}$H$_{22}$-
3963;C$_{48}$H$_{22}$-
3964;C$_{48}$H$_{22}$-
3965;C$_{48}$H$_{22}$-
3967;C$_{42}$H$_{22}$-
3968;C$_{42}$H$_{22}$-
3969;C$_{42}$H$_{22}$
3970;C$_{42}$H$_{22}$
3972;C$_{42}$H$_{24}$-
3973;C$_{42}$H$_{24}$
3975;C$_{42}$H$_{18}$-
3976;C$_{42}$H$_{18}$
3980;C$_{42}$H$_{20}$-
3981;C$_{42}$H$_{20}$-
3982;C$_{42}$H$_{20}$-
3983;C$_{42}$H$_{20}$
3984;C$_{42}$H$_{20}$
3985;C$_{42}$H$_{20}$
3987;C$_{30}$H$_{18}$-
3988;C$_{30}$H$_{18}$
3990;C$_{36}$H$_{18}$-
3991;C$_{36}$H$_{18}$
3993;C$_{36}$H$_{18}$-
3994;C$_{36}$H$_{18}$
3996;C$_{36}$H$_{18}$-
3997;C$_{36}$H$_{18}$
3999;C$_{36}$H$_{20}$-
4000;C$_{36}$H$_{20}$
4002;C$_{24}$H$_{14}$-
4003;C$_{24}$H$_{14}$
4005;C$_{30}$H$_{16}$-
4006;C$_{30}$H$_{16}$
4008;C$_{150}$H$_{36}$
4009;C$_{150}$H$_{36}$
4010;C$_{150}$H$_{36}$
4011;C$_{150}$H$_{36}$
4012;C$_{150}$H$_{36}$
4014;C$_{18}$H$_{12}$-
4016;C$_{150}$H$_{36}$
4017;C$_{150}$H$_{36}$
4018;C$_{150}$H$_{36}$
4019;C$_{150}$H$_{36}$
4020;C$_{150}$H$_{36}$
4021;C$_{150}$H$_{36}$-
4022;C$_{150}$H$_{36}$-
4023;C$_{150}$H$_{36}$-
4024;C$_{150}$H$_{36}$-
4025;C$_{150}$H$_{36}$-
4026;C$_{150}$H$_{36}$-
4027;C$_{150}$H$_{36}$-
4028;C$_{150}$H$_{36}$-
4029;C$_{150}$H$_{36}$
4030;C$_{150}$H$_{36}$
4031;C$_{150}$H$_{36}$
4039;C$_{150}$H$_{36}$-
4040;C$_{150}$H$_{36}$-
4041;C$_{150}$H$_{36}$-
4042;C$_{150}$H$_{36}$-
4043;C$_{144}$H$_{36}$
4044;C$_{144}$H$_{36}$
4045;C$_{144}$H$_{36}$
4046;C$_{144}$H$_{36}$
4047;C$_{144}$H$_{36}$
4048;C$_{144}$H$_{36}$
4055;C$_{144}$H$_{36}$
4056;C$_{144}$H$_{36}$
4057;C$_{144}$H$_{36}$
4058;C$_{144}$H$_{36}$
4059;C$_{144}$H$_{36}$
4060;C$_{144}$H$_{36}$
4061;C$_{144}$H$_{36}$
4062;C$_{144}$H$_{36}$
4063;C$_{144}$H$_{36}$
4064;C$_{144}$H$_{36}$
4065;C$_{144}$H$_{36}$
4066;C$_{144}$H$_{36}$
4067;C$_{144}$H$_{36}$
4068;C$_{144}$H$_{36}$
4069;C$_{144}$H$_{36}$
4070;C$_{144}$H$_{36}$
4071;C$_{144}$H$_{36}$
4072;C$_{144}$H$_{36}$
4073;C$_{144}$H$_{36}$
4074;C$_{144}$H$_{36}$
4075;C$_{144}$H$_{36}$
4076;C$_{144}$H$_{36}$
4077;C$_{144}$H$_{36}$
4078;C$_{144}$H$_{36}$
4079;C$_{144}$H$_{36}$
4080;C$_{144}$H$_{36}$
4081;C$_{144}$H$_{36}$
4082;C$_{144}$H$_{36}$
4083;C$_{144}$H$_{36}$
4084;C$_{144}$H$_{36}$
4085;C$_{144}$H$_{36}$
4086;C$_{144}$H$_{36}$
4087;C$_{144}$H$_{36}$
4088;C$_{144}$H$_{36}$
4089;C$_{144}$H$_{36}$-
4090;C$_{144}$H$_{36}$-
4091;C$_{144}$H$_{36}$-
4092;C$_{144}$H$_{36}$-
4093;C$_{144}$H$_{36}$-
4094;C$_{144}$H$_{36}$-
4095;C$_{144}$H$_{36}$-
4096;C$_{144}$H$_{36}$-
4097;C$_{144}$H$_{36}$-
4098;C$_{144}$H$_{36}$-
4099;C$_{144}$H$_{36}$-
4100;C$_{144}$H$_{36}$-
4101;C$_{144}$H$_{36}$-
4102;C$_{144}$H$_{36}$-
4103;C$_{144}$H$_{36}$-
4104;C$_{144}$H$_{36}$-
4105;C$_{144}$H$_{36}$-
4106;C$_{144}$H$_{36}$-
4107;C$_{144}$H$_{36}$-
4108;C$_{144}$H$_{36}$-
4109;C$_{144}$H$_{36}$-
4110;C$_{144}$H$_{36}$-
4111;C$_{144}$H$_{36}$-
4112;C$_{144}$H$_{36}$-
4113;C$_{144}$H$_{36}$-
4114;C$_{144}$H$_{36}$-
4115;C$_{144}$H$_{36}$-
4116;C$_{144}$H$_{36}$-
4117;C$_{144}$H$_{36}$-
4118;C$_{144}$H$_{36}$-
4119;C$_{144}$H$_{36}$-
4120;C$_{144}$H$_{36}$-
4121;C$_{144}$H$_{36}$-
4122;C$_{144}$H$_{36}$-
4123;C$_{144}$H$_{36}$-
4124;C$_{144}$H$_{36}$-
4125;C$_{144}$H$_{36}$-
4126;C$_{144}$H$_{36}$-
4127;C$_{144}$H$_{36}$-
4136;C$_{144}$H$_{36}$-
4158;C$_{144}$H$_{34}$-
4159;C$_{144}$H$_{34}$
4171;C$_{132}$H$_{34}$
4176;C$_{138}$H$_{34}$-
4177;C$_{138}$H$_{34}$-
4178;C$_{138}$H$_{34}$-
4179;C$_{138}$H$_{34}$-
4180;C$_{138}$H$_{34}$
4181;C$_{138}$H$_{34}$
4182;C$_{138}$H$_{34}$
4183;C$_{138}$H$_{34}$
4185;C$_{132}$H$_{34}$
4186;C$_{132}$H$_{34}$
4187;C$_{132}$H$_{34}$
4188;C$_{132}$H$_{34}$
4189;C$_{132}$H$_{34}$
4190;C$_{132}$H$_{34}$
4191;C$_{132}$H$_{34}$
4192;C$_{132}$H$_{34}$
4193;C$_{132}$H$_{34}$
4194;C$_{132}$H$_{34}$
4195;C$_{132}$H$_{34}$
4196;C$_{132}$H$_{34}$
4197;C$_{132}$H$_{34}$-
4198;C$_{132}$H$_{34}$
4199;C$_{132}$H$_{34}$
4200;C$_{132}$H$_{34}$-
4201;C$_{132}$H$_{34}$-
4202;C$_{132}$H$_{34}$-
4203;C$_{132}$H$_{34}$-
4204;C$_{132}$H$_{34}$-
4205;C$_{132}$H$_{34}$-
4212;C$_{132}$H$_{34}$-
4213;C$_{132}$H$_{34}$-
4214;C$_{132}$H$_{34}$-
4215;C$_{132}$H$_{34}$-
4216;C$_{132}$H$_{34}$-
4217;C$_{132}$H$_{34}$-
4218;C$_{132}$H$_{34}$-
4219;C$_{132}$H$_{34}$-
4226;C$_{120}$H$_{32}$
4228;C$_{126}$H$_{32}$-
4229;C$_{126}$H$_{32}$
4232;C$_{126}$H$_{34}$-
4233;C$_{126}$H$_{34}$-
4234;C$_{126}$H$_{34}$
4235;C$_{126}$H$_{34}$
4240;C$_{108}$H$_{30}$-
4241;C$_{108}$H$_{30}$-
4242;C$_{108}$H$_{30}$-
4243;C$_{108}$H$_{30}$
4244;C$_{108}$H$_{30}$
4245;C$_{108}$H$_{30}$
4247;C$_{114}$H$_{30}$-
4248;C$_{114}$H$_{30}$
4252;C$_{120}$H$_{32}$-
4253;C$_{120}$H$_{32}$-
4254;C$_{120}$H$_{32}$-
4255;C$_{120}$H$_{32}$
4256;C$_{120}$H$_{32}$
4257;C$_{102}$H$_{30}$-
4258;C$_{102}$H$_{30}$-
4259;C$_{102}$H$_{30}$-
4260;C$_{102}$H$_{30}$-
4261;C$_{102}$H$_{30}$
4262;C$_{102}$H$_{30}$
4263;C$_{102}$H$_{30}$
4264;C$_{102}$H$_{30}$
4265;C$_{102}$H$_{30}$
4266;C$_{102}$H$_{30}$
4267;C$_{102}$H$_{30}$
4268;C$_{102}$H$_{30}$
4269;C$_{102}$H$_{30}$
4271;C$_{102}$H$_{32}$-
4272;C$_{102}$H$_{32}$
4281;C$_{102}$H$_{30}$-
4282;C$_{102}$H$_{30}$-
4283;C$_{102}$H$_{30}$-
4284;C$_{102}$H$_{30}$-
4285;C$_{102}$H$_{30}$-
6415;C$_{34}$H$_{16}$
6417;C$_{196}$H$_{38}$-
6418;C$_{196}$H$_{38}$
6421;C$_{168}$H$_{36}$-
6422;C$_{168}$H$_{36}$
6425;C$_{172}$H$_{38}$-
6426;C$_{172}$H$_{38}$
6428;C$_{34}$H$_{16}$-
6431;C$_{268}$H$_{52}$-
6432;C$_{268}$H$_{52}$
6435;C$_{127}$H$_{31}$-
6436;C$_{127}$H$_{31}$
6439;C$_{185}$H$_{37}$-
6440;C$_{185}$H$_{37}$
6443;C$_{277}$H$_{45}$-
6444;C$_{277}$H$_{45}$
6447;C$_{145}$H$_{37}$-
6448;C$_{145}$H$_{37}$
6451;C$_{212}$H$_{44}$-
6452;C$_{212}$H$_{44}$
6455;C$_{104}$H$_{28}$-
6456;C$_{104}$H$_{28}$
6458;C$_{34}$H$_{16}$-
6459;C$_{34}$H$_{16}$
6463;C$_{99}$H$_{25}$-
6464;C$_{99}$H$_{25}$
6467;C$_{66}$H$_{22}$-
6468;C$_{66}$H$_{22}$
6472;C$_{92}$H$_{24}$-
6473;C$_{92}$H$_{24}$-
6474;C$_{92}$H$_{24}$-
6475;C$_{92}$H$_{24}$-
6476;C$_{92}$H$_{24}$
6477;C$_{92}$H$_{24}$
6478;C$_{92}$H$_{24}$
6479;C$_{92}$H$_{24}$
6482;C$_{93}$H$_{25}$-
6483;C$_{93}$H$_{25}$
6486;C$_{94}$H$_{24}$-
6487;C$_{94}$H$_{24}$
6490;C$_{97}$H$_{25}$-
6491;C$_{97}$H$_{25}$
6494;C$_{90}$H$_{24}$-
6495;C$_{90}$H$_{24}$-
6496;C$_{90}$H$_{24}$-
6497;C$_{90}$H$_{24}$-
6498;C$_{90}$H$_{24}$-
6499;C$_{90}$H$_{24}$
6500;C$_{90}$H$_{24}$
6501;C$_{90}$H$_{24}$
6502;C$_{90}$H$_{24}$
6503;C$_{90}$H$_{24}$
6508;C$_{84}$H$_{24}$
6509;C$_{84}$H$_{24}$
6510;C$_{84}$H$_{24}$
6511;C$_{84}$H$_{24}$
6512;C$_{84}$H$_{24}$
6513;C$_{84}$H$_{24}$
6514;C$_{84}$H$_{24}$
6515;C$_{84}$H$_{24}$
6516;C$_{84}$H$_{24}$
6517;C$_{84}$H$_{24}$
6520;C$_{86}$H$_{24}$-
6521;C$_{86}$H$_{24}$
6524;C$_{89}$H$_{27}$-
6525;C$_{89}$H$_{27}$
6542;C$_{84}$H$_{24}$-
6543;C$_{84}$H$_{24}$-
6544;C$_{84}$H$_{24}$-
6545;C$_{84}$H$_{24}$-
6546;C$_{84}$H$_{24}$-
6547;C$_{84}$H$_{24}$-
6548;C$_{84}$H$_{24}$-
6549;C$_{84}$H$_{24}$-
6550;C$_{84}$H$_{24}$-
6551;C$_{84}$H$_{24}$-
6552;C$_{84}$H$_{24}$-
6553;C$_{84}$H$_{24}$-
6554;C$_{84}$H$_{24}$
6555;C$_{84}$H$_{24}$
6556;C$_{80}$H$_{24}$
6557;C$_{80}$H$_{24}$
6558;C$_{80}$H$_{24}$
6560;C$_{81}$H$_{23}$-
6561;C$_{81}$H$_{23}$
6582;C$_{78}$H$_{22}$-
6583;C$_{78}$H$_{22}$-
6584;C$_{78}$H$_{22}$
6585;C$_{78}$H$_{22}$
6588;C$_{78}$H$_{30}$-
6589;C$_{78}$H$_{30}$
6596;C$_{80}$H$_{24}$-
6597;C$_{80}$H$_{24}$-
6598;C$_{80}$H$_{24}$-
6601;C$_{74}$H$_{22}$-
6602;C$_{74}$H$_{22}$-
6603;C$_{74}$H$_{22}$-
6604;C$_{74}$H$_{22}$
6605;C$_{74}$H$_{22}$
6606;C$_{74}$H$_{22}$
6609;C$_{74}$H$_{28}$-
6610;C$_{74}$H$_{28}$
6615;C$_{76}$H$_{22}$-
6616;C$_{76}$H$_{22}$-
6617;C$_{76}$H$_{22}$
6618;C$_{76}$H$_{22}$
6621;C$_{70}$H$_{22}$-
6622;C$_{70}$H$_{22}$-
6623;C$_{70}$H$_{22}$
6624;C$_{70}$H$_{22}$
6627;C$_{70}$H$_{26}$-
6628;C$_{70}$H$_{26}$
6631;C$_{70}$H$_{26}$-
6632;C$_{70}$H$_{26}$
6636;C$_{73}$H$_{23}$-
6637;C$_{73}$H$_{23}$
6639;C$_{73}$H$_{23}$-
6640;C$_{73}$H$_{23}$
6648;C$_{62}$H$_{22}$-
6649;C$_{62}$H$_{22}$-
6650;C$_{62}$H$_{22}$-
6651;C$_{62}$H$_{22}$-
6652;C$_{62}$H$_{22}$
6653;C$_{62}$H$_{22}$
6655;C$_{62}$H$_{22}$
6657;C$_{62}$H$_{22}$
6660;C$_{64}$H$_{20}$-
6661;C$_{64}$H$_{20}$
6664;C$_{64}$H$_{20}$-
6665;C$_{64}$H$_{20}$
6668;C$_{68}$H$_{22}$-
6669;C$_{68}$H$_{22}$
6672;C$_{62}$H$_{20}$-
6673;C$_{62}$H$_{20}$
6674;C$_{62}$H$_{20}$
6675;C$_{62}$H$_{20}$
6676;C$_{62}$H$_{20}$
6677;C$_{62}$H$_{20}$
6678;C$_{62}$H$_{20}$
6679;C$_{62}$H$_{20}$
6680;C$_{62}$H$_{20}$
6685;C$_{62}$H$_{20}$-
6686;C$_{62}$H$_{20}$-
6687;C$_{62}$H$_{20}$
6688;C$_{62}$H$_{20}$
6691;C$_{62}$H$_{20}$-
6692;C$_{62}$H$_{20}$
6708;C$_{62}$H$_{20}$-
6709;C$_{62}$H$_{20}$-
6710;C$_{62}$H$_{20}$-
6711;C$_{62}$H$_{20}$-
6712;C$_{62}$H$_{20}$-
6713;C$_{62}$H$_{20}$-
6714;C$_{62}$H$_{20}$-
6715;C$_{60}$H$_{20}$
6716;C$_{60}$H$_{20}$
6717;C$_{60}$H$_{20}$
6718;C$_{60}$H$_{20}$
6719;C$_{60}$H$_{20}$
6720;C$_{60}$H$_{20}$
6721;C$_{60}$H$_{20}$
6722;C$_{60}$H$_{20}$
6723;C$_{60}$H$_{20}$
6724;C$_{60}$H$_{20}$
6725;C$_{60}$H$_{20}$
6726;C$_{60}$H$_{20}$
6729;C$_{61}$H$_{21}$-
6730;C$_{61}$H$_{21}$
6735;C$_{60}$H$_{20}$-
6736;C$_{60}$H$_{20}$-
6737;C$_{60}$H$_{20}$-
6738;C$_{60}$H$_{20}$-
6739;C$_{60}$H$_{20}$
6740;C$_{60}$H$_{20}$
6741;C$_{60}$H$_{20}$
6742;C$_{60}$H$_{20}$
6743;C$_{60}$H$_{20}$
6744;C$_{60}$H$_{20}$
6745;C$_{60}$H$_{20}$
6746;C$_{60}$H$_{20}$
6747;C$_{60}$H$_{20}$-
6748;C$_{60}$H$_{20}$-
6749;C$_{60}$H$_{20}$-
6750;C$_{60}$H$_{20}$-
6751;C$_{60}$H$_{20}$-
6752;C$_{60}$H$_{20}$-
6753;C$_{60}$H$_{20}$-
6754;C$_{60}$H$_{20}$-
6755;C$_{60}$H$_{20}$-
6756;C$_{60}$H$_{20}$-
6757;C$_{60}$H$_{20}$-
6758;C$_{60}$H$_{20}$-
6759;C$_{60}$H$_{20}$-
6760;C$_{60}$H$_{20}$-
6761;C$_{60}$H$_{20}$-
6789;C$_{60}$H$_{20}$-
6802;C$_{50}$H$_{18}$-
6803;C$_{50}$H$_{18}$-
6804;C$_{50}$H$_{18}$-
6805;C$_{50}$H$_{18}$-
6806;C$_{50}$H$_{18}$-
6807;C$_{50}$H$_{18}$-
6808;C$_{50}$H$_{18}$
6809;C$_{50}$H$_{18}$
6810;C$_{50}$H$_{18}$
6811;C$_{50}$H$_{18}$
6812;C$_{50}$H$_{18}$
6814;C$_{50}$H$_{18}$
6816;C$_{50}$H$_{18}$
6819;C$_{58}$H$_{20}$-
6820;C$_{58}$H$_{20}$
6822;C$_{48}$H$_{18}$-
6823;C$_{48}$H$_{18}$-
6824;C$_{48}$H$_{18}$-
6825;C$_{48}$H$_{18}$-
6826;C$_{48}$H$_{18}$-
6827;C$_{48}$H$_{18}$
6828;C$_{48}$H$_{18}$
6829;C$_{48}$H$_{18}$
6830;C$_{48}$H$_{18}$
6831;C$_{48}$H$_{18}$
6832;C$_{48}$H$_{18}$
6833;C$_{48}$H$_{18}$
6834;C$_{48}$H$_{18}$
6835;C$_{48}$H$_{18}$
6836;C$_{48}$H$_{18}$
6837;C$_{48}$H$_{18}$
6838;C$_{48}$H$_{18}$
6839;C$_{48}$H$_{18}$
6840;C$_{48}$H$_{18}$
6841;C$_{48}$H$_{18}$
6842;C$_{48}$H$_{18}$
6843;C$_{48}$H$_{18}$
6846;C$_{48}$H$_{18}$-
6847;C$_{48}$H$_{18}$
6850;C$_{48}$H$_{18}$-
6851;C$_{48}$H$_{18}$
6863;C$_{50}$H$_{18}$-
6872;C$_{48}$H$_{18}$-
6873;C$_{48}$H$_{18}$-
6874;C$_{48}$H$_{18}$-
6875;C$_{48}$H$_{18}$-
6876;C$_{48}$H$_{18}$-
6877;C$_{48}$H$_{18}$-
6878;C$_{48}$H$_{18}$-
6879;C$_{48}$H$_{18}$-
6880;C$_{48}$H$_{18}$-
6881;C$_{48}$H$_{18}$-
6882;C$_{48}$H$_{18}$-
6883;C$_{48}$H$_{18}$-
6884;C$_{46}$H$_{18}$
6885;C$_{46}$H$_{18}$
6886;C$_{46}$H$_{18}$
6887;C$_{46}$H$_{18}$
6888;C$_{46}$H$_{18}$
6889;C$_{46}$H$_{18}$
6890;C$_{46}$H$_{18}$
6917;C$_{46}$H$_{18}$
6918;C$_{46}$H$_{18}$
6919;C$_{46}$H$_{18}$
6920;C$_{46}$H$_{18}$
6921;C$_{46}$H$_{18}$
6922;C$_{46}$H$_{18}$
6923;C$_{46}$H$_{18}$
6924;C$_{46}$H$_{18}$
6925;C$_{46}$H$_{18}$
6926;C$_{46}$H$_{18}$
6927;C$_{46}$H$_{18}$
6928;C$_{46}$H$_{18}$
6929;C$_{46}$H$_{18}$
6930;C$_{46}$H$_{18}$
6931;C$_{46}$H$_{18}$
6932;C$_{46}$H$_{18}$
6933;C$_{46}$H$_{18}$
6934;C$_{46}$H$_{18}$
6935;C$_{46}$H$_{18}$
6936;C$_{46}$H$_{18}$
6937;C$_{46}$H$_{18}$
6938;C$_{46}$H$_{18}$
6939;C$_{46}$H$_{18}$
6940;C$_{46}$H$_{18}$
6941;C$_{46}$H$_{18}$
6942;C$_{46}$H$_{18}$
6943;C$_{46}$H$_{18}$
6944;C$_{46}$H$_{18}$
6945;C$_{46}$H$_{18}$
6946;C$_{46}$H$_{18}$
6947;C$_{46}$H$_{18}$
6948;C$_{46}$H$_{18}$
6949;C$_{46}$H$_{18}$-
6950;C$_{46}$H$_{18}$-
6951;C$_{46}$H$_{18}$-
6952;C$_{46}$H$_{18}$-
6953;C$_{46}$H$_{18}$-
6954;C$_{46}$H$_{18}$-
6955;C$_{46}$H$_{18}$-
6956;C$_{46}$H$_{18}$-
6957;C$_{46}$H$_{18}$-
6958;C$_{46}$H$_{18}$-
6959;C$_{46}$H$_{18}$-
6960;C$_{46}$H$_{18}$-
6961;C$_{46}$H$_{18}$-
6962;C$_{46}$H$_{18}$-
6963;C$_{46}$H$_{18}$-
6964;C$_{46}$H$_{18}$-
6965;C$_{46}$H$_{18}$-
6966;C$_{46}$H$_{18}$-
6967;C$_{46}$H$_{18}$-
6968;C$_{46}$H$_{18}$-
6969;C$_{46}$H$_{18}$-
6970;C$_{46}$H$_{18}$-
6971;C$_{46}$H$_{18}$-
6972;C$_{46}$H$_{18}$-
6973;C$_{46}$H$_{18}$-
6976;C$_{46}$H$_{18}$-
6977;C$_{46}$H$_{18}$
6978;C$_{46}$H$_{18}$
6979;C$_{46}$H$_{18}$
6980;C$_{46}$H$_{18}$
6981;C$_{46}$H$_{18}$
6982;C$_{46}$H$_{18}$
6983;C$_{46}$H$_{18}$
6997;C$_{46}$H$_{18}$-
6998;C$_{46}$H$_{18}$-
6999;C$_{46}$H$_{18}$-
7000;C$_{46}$H$_{18}$-
7001;C$_{46}$H$_{18}$-
7002;C$_{46}$H$_{18}$-
7003;C$_{46}$H$_{18}$-
7004;C$_{46}$H$_{18}$-
7005;C$_{46}$H$_{18}$-
7006;C$_{46}$H$_{18}$-
7007;C$_{46}$H$_{18}$-
7008;C$_{46}$H$_{18}$-
7009;C$_{46}$H$_{18}$-
7010;C$_{46}$H$_{18}$-
7011;C$_{46}$H$_{18}$-
7012;C$_{46}$H$_{18}$-
7013;C$_{46}$H$_{18}$-
7014;C$_{46}$H$_{18}$-
7015;C$_{46}$H$_{18}$-
7016;C$_{46}$H$_{18}$-
7073;C$_{40}$H$_{16}$
7076;C$_{44}$H$_{18}$-
7079;C$_{44}$H$_{18}$-
7080;C$_{44}$H$_{18}$
7081;C$_{44}$H$_{18}$
7103;C$_{38}$H$_{16}$
7104;C$_{38}$H$_{16}$
7105;C$_{38}$H$_{16}$
7106;C$_{38}$H$_{16}$
7111;C$_{40}$H$_{16}$-
7112;C$_{40}$H$_{16}$-
7113;C$_{40}$H$_{16}$
7123;C$_{38}$H$_{16}$-
7124;C$_{38}$H$_{16}$-
7125;C$_{38}$H$_{16}$-
7126;C$_{38}$H$_{16}$-
7127;C$_{38}$H$_{16}$-
7128;C$_{38}$H$_{16}$-
7129;C$_{38}$H$_{16}$-
7130;C$_{38}$H$_{16}$-
7131;C$_{38}$H$_{16}$-
7132;C$_{38}$H$_{16}$
7133;C$_{38}$H$_{16}$
7134;C$_{38}$H$_{16}$
7135;C$_{38}$H$_{16}$
7136;C$_{38}$H$_{16}$
7137;C$_{36}$H$_{16}$-
7138;C$_{36}$H$_{16}$-
7139;C$_{36}$H$_{16}$-
7140;C$_{36}$H$_{16}$
7141;C$_{36}$H$_{16}$
7142;C$_{36}$H$_{16}$
7143;C$_{36}$H$_{16}$
7144;C$_{36}$H$_{16}$
7145;C$_{36}$H$_{16}$
7146;C$_{36}$H$_{16}$
7147;C$_{36}$H$_{16}$
7148;C$_{36}$H$_{16}$
7149;C$_{36}$H$_{16}$
7150;C$_{36}$H$_{16}$
7151;C$_{36}$H$_{16}$
7152;C$_{36}$H$_{16}$
7153;C$_{36}$H$_{16}$
7154;C$_{36}$H$_{16}$
7155;C$_{36}$H$_{16}$
7156;C$_{36}$H$_{16}$
7181;C$_{36}$H$_{16}$-
7182;C$_{36}$H$_{16}$-
7183;C$_{36}$H$_{16}$-
7184;C$_{36}$H$_{16}$-
7185;C$_{36}$H$_{16}$-
7186;C$_{36}$H$_{16}$-
7187;C$_{36}$H$_{16}$-
7188;C$_{36}$H$_{16}$-
7189;C$_{36}$H$_{16}$-
7190;C$_{36}$H$_{16}$-
7191;C$_{36}$H$_{16}$-
7192;C$_{36}$H$_{16}$-
7193;C$_{36}$H$_{16}$-
7194;C$_{36}$H$_{16}$-
7195;C$_{36}$H$_{16}$-
7206;C$_{34}$H$_{16}$
7207;C$_{34}$H$_{16}$
7208;C$_{34}$H$_{16}$
7209;C$_{34}$H$_{16}$
7210;C$_{34}$H$_{16}$
7211;C$_{34}$H$_{16}$
7212;C$_{34}$H$_{16}$
7213;C$_{34}$H$_{16}$
7214;C$_{34}$H$_{16}$
7215;C$_{34}$H$_{16}$
7216;C$_{34}$H$_{16}$
7217;C$_{34}$H$_{16}$
7218;C$_{34}$H$_{16}$
7219;C$_{34}$H$_{16}$
7220;C$_{34}$H$_{16}$
7221;C$_{34}$H$_{16}$
7222;C$_{34}$H$_{16}$
7223;C$_{34}$H$_{16}$
7224;C$_{34}$H$_{16}$
7242;C$_{34}$H$_{16}$-
7243;C$_{34}$H$_{16}$-
7244;C$_{34}$H$_{16}$-
7245;C$_{34}$H$_{16}$-
7246;C$_{34}$H$_{16}$-
7247;C$_{34}$H$_{16}$-
7248;C$_{34}$H$_{16}$-
7249;C$_{34}$H$_{16}$-
7250;C$_{34}$H$_{16}$-
7251;C$_{34}$H$_{16}$-
7252;C$_{34}$H$_{16}$-
7253;C$_{34}$H$_{16}$-
7254;C$_{34}$H$_{16}$-
7255;C$_{34}$H$_{16}$-
