month,wavelength,irradiance,error
august,195.0,5.9975788982788595e-05,1.4201908115811908e-06
august,196.0,6.770960726286931e-05,1.6677490073700864e-06
august,197.0,6.898549082334891e-05,1.71689018091797e-06
august,198.0,6.973143422492057e-05,1.696732493320723e-06
august,199.0,7.5801545931198e-05,1.8567954288902156e-06
august,200.0,8.24831111266077e-05,2.0041099890603686e-06
august,201.0,9.189635897681758e-05,2.251559224375765e-06
august,202.0,9.110700572260405e-05,2.1847664541211027e-06
august,203.0,0.00010523727232709062,2.4680636852175503e-06
august,204.0,0.00011644061000431483,2.582363221917617e-06
august,205.0,0.00012020312411469614,2.4821195862988743e-06
august,206.0,0.00012385417166068836,2.3865612510405723e-06
august,207.0,0.0001432842212159117,2.555885826857449e-06
august,208.0,0.0001644167781695512,2.644579652285337e-06
august,209.0,0.00023732321163174843,3.5032971439280685e-06
august,210.0,0.00031094442580009674,4.08133245583832e-06
august,211.0,0.0003761658770664354,4.456156484673619e-06
august,212.0,0.00035740124912286814,3.878992856551357e-06
august,213.0,0.00032197187948099947,3.1996243042873766e-06
august,214.0,0.0004583000640687584,4.3613608727298085e-06
august,215.0,0.00037358972459150715,3.435741650358916e-06
august,216.0,0.0003610735439611926,3.3657890263727926e-06
august,217.0,0.0003494726313082666,3.4136226742386927e-06
august,218.0,0.0004932249467183284,5.080391037347292e-06
august,219.0,0.0005184828561590997,5.781224802890503e-06
august,220.0,0.0005117881067463967,6.11878434978927e-06
august,221.0,0.0003638282826521851,4.76712967603872e-06
august,222.0,0.0005351636150470056,7.4549666363030145e-06
august,223.0,0.0006810974280969835,9.990149973195723e-06
august,224.0,0.000625231214124764,9.907231052863262e-06
august,225.0,0.000552391464472348,9.118466185206654e-06
august,226.0,0.0003860512070641254,6.495569667147545e-06
august,227.0,0.0003917781695512136,6.616515792731028e-06
august,228.0,0.0005622616489642217,9.203346394062088e-06
august,229.0,0.0004774664292781151,7.80298638865765e-06
august,230.0,0.0005810537349471105,9.470844356501236e-06
august,231.0,0.0005011217480746684,8.171599670503528e-06
august,232.0,0.0005413037556496005,8.697333955134435e-06
august,233.0,0.00045310047027340356,7.579508457511952e-06
august,234.0,0.0003680311060359744,6.3665604665251635e-06
august,235.0,0.0005916942699866197,1.039635461839863e-05
august,236.0,0.000455262790869984,8.382982989090877e-06
august,237.0,0.0005517676657615683,1.0108698968362236e-05
august,238.0,0.00037857989635679763,7.457363766719984e-06
august,239.0,0.0004692146346991166,9.460384151045366e-06
august,240.0,0.0004306648550171939,8.891283597962004e-06
august,241.0,0.000502067198103216,1.0556526514441621e-05
august,242.0,0.0007559382368452019,1.5588974943449513e-05
august,243.0,0.0006889907427181716,1.3708317170863097e-05
august,244.0,0.0006555172135756033,1.2536992080752786e-05
august,245.0,0.0005151992233297448,9.419959815377374e-06
august,246.0,0.0005156923784327996,9.112691280111226e-06
august,247.0,0.0005950703012975013,1.0344816314433775e-05
august,248.0,0.0004587491991405197,7.915760478728736e-06
august,249.0,0.0005877400944033543,1.0712231031071168e-05
august,250.0,0.0006182586155046396,1.1563975052409987e-05
august,251.0,0.0004772864265758953,9.08599596410406e-06
august,252.0,0.0004219179440466176,8.152640548114764e-06
august,253.0,0.0005415467375055025,1.0447783961889983e-05
august,254.0,0.000603352060006712,1.1773179161527364e-05
august,255.0,0.0008575302583234905,1.6650249955326204e-05
august,256.0,0.001033410549988886,2.064256170431614e-05
august,257.0,0.0012853511360218966,2.5222170405463713e-05
august,258.0,0.001365078604085582,2.682933738956856e-05
august,259.0,0.0011395108110581805,2.187926307852563e-05
august,260.0,0.0009234180028852733,1.7399898012996806e-05
august,261.0,0.0009022134230586512,1.59409172728501e-05
august,262.0,0.0011451865621227243,1.98406126193662e-05
august,263.0,0.0016800866017843367,2.8966052274876763e-05
august,264.0,0.002628863193587894,4.5010481997550567e-05
august,265.0,0.0027362186793118927,4.768982004088197e-05
august,266.0,0.0026630386461007406,4.695106803056124e-05
august,267.0,0.0026609367985669517,4.704586364250504e-05
august,268.0,0.0026603614872668787,4.7055670085119915e-05
august,269.0,0.00236842586983146,4.180377526248578e-05
august,270.0,0.002993030888115027,5.2582145300970616e-05
august,271.0,0.00249081354247933,4.21927641528759e-05
august,272.0,0.001971681172937705,3.3894334491219964e-05
august,273.0,0.0022569810975370573,4.003098835866301e-05
august,274.0,0.001322315976656308,2.507398416150557e-05
august,275.0,0.001903744317711307,3.676653257264395e-05
august,276.0,0.0026537116295692574,5.6588621911515376e-05
august,277.0,0.002628758591533335,5.8625093161204833e-05
august,278.0,0.0017308436591542053,4.059104519244599e-05
august,279.0,0.0008120728204636486,1.8645316225086185e-05
august,280.0,0.0009441988354304592,2.0302605027000403e-05
august,281.0,0.002239471149445827,4.808861537388696e-05
august,282.0,0.0031267428227736106,6.612593215685078e-05
august,283.0,0.0034775312607598463,7.510100635893323e-05
august,284.0,0.002664870271660252,6.035974389930309e-05
august,285.0,0.0013458972023308823,3.03509398930444e-05
august,286.0,0.003620011244720865,8.304531448171861e-05
august,287.0,0.003952000732214382,8.766414895332569e-05
august,288.0,0.0032520691593917388,6.757837526858756e-05
august,289.0,0.004851812666437123,9.695085010961424e-05
august,290.0,0.0064899451275055465,0.00013381435750367196
august,291.0,0.006026214800319035,0.0001267210306789109
august,292.0,0.005259700750955583,0.00011471358649936147
august,293.0,0.005949148147018187,0.00012592561922237087
august,294.0,0.005361698650197654,0.00010618307102915345
august,295.0,0.005990552037342933,0.0001070329627224428
august,296.0,0.005340271573084148,9.798706421258624e-05
august,297.0,0.005702512846439825,0.0001081814061131184
august,298.0,0.004213144119839087,8.629015738250792e-05
august,299.0,0.005891790264163772,0.00012840991801813973
august,300.0,0.0038680423289647447,8.496301881529456e-05
august,301.0,0.0052702187054624065,0.0001234195283319023
august,302.0,0.005150962556822887,0.0001270479120994068
august,303.0,0.006746074154139844,0.0001774094429504753
august,304.0,0.0063404633435175045,0.0001722556125539899
august,305.0,0.0066454709489585555,0.00021406374623541562
august,306.0,0.005964041954140715,0.00020500913088767917
august,307.0,0.00689116701025536,0.0002542810570037613
august,308.0,0.006934827471986262,0.00027837221769430923
august,309.0,0.0052212725711620845,0.0002163955003682864
august,310.25,0.00606060817377888,2.740573829437633e-05
august,310.48,0.006584813742966601,2.7234670350983477e-05
august,310.71,0.007079941030591741,2.7064692012325607e-05
august,310.95,0.007398168810282381,2.6889265649992807e-05
august,311.18,0.007562487741946731,2.672146652080491e-05
august,311.42,0.0076341891815325065,2.65471297632071e-05
august,311.65,0.007528712174371625,2.6381509843489174e-05
august,311.89,0.007302077658308672,2.6209352295361333e-05
august,312.12,0.007142021260367589,2.6045911585113383e-05
august,312.36,0.00704706002850406,2.5875933246455513e-05
august,312.6,0.007040709812108559,2.5707044512532633e-05
august,312.84,0.007083590116849211,2.5539245383344734e-05
august,313.08,0.007192877471768341,2.537253585889183e-05
august,313.32,0.007300514075513966,2.5206915939173905e-05
august,313.56,0.00730183903487171,2.5042385624190967e-05
august,313.8,0.0073219890952358115,2.4878944913943014e-05
august,314.04,0.007315631251607167,2.471659380843005e-05
august,314.28,0.0072168890913132345,2.4555332307652076e-05
august,314.53,0.007106092633836149,2.4388622783199164e-05
august,314.77,0.007021029371385236,2.4228450887156173e-05
august,315.02,0.006912807649896924,2.4063920572173236e-05
august,315.26,0.006791467087399374,2.3907017490335206e-05
august,315.51,0.006612114879206418,2.374466638482224e-05
august,315.75,0.006480627917416678,2.358994251245418e-05
august,316.0,0.006505783621933307,2.342977061641119e-05
august,316.25,0.006665486987940255,2.3270688325103183e-05
august,316.5,0.006940981559529465,2.3112695638530166e-05
august,316.75,0.007249804960752437,2.295579255669213e-05
august,317.0,0.0075296045606495785,2.279997907958909e-05
august,317.25,0.007747291242628823,2.2646344811956016e-05
august,317.5,0.007813795267628714,2.2492710544322938e-05
august,317.75,0.00773204004515322,2.2340165881424854e-05
august,318.01,0.007504613386447931,2.2183262799586825e-05
august,318.26,0.007307170470839998,2.2033986950893692e-05
august,318.51,0.007171574609594623,2.1884711102200564e-05
august,318.77,0.007166760735875454,2.173107683456749e-05
august,319.02,0.0072524189225116695,2.1585069800079322e-05
august,319.28,0.007383837239203106,2.143470434665121e-05
august,319.54,0.007652112089818298,2.1284338893223093e-05
august,319.8,0.007910616454774866,2.1136152649264952e-05
august,320.06,0.008078009161396612,2.0989056010041794e-05
august,320.32,0.0080917120305438,2.0841959370818643e-05
august,320.58,0.008116105011745938,2.0834332137673736e-05
august,320.84,0.008050718921204144,2.069050431265554e-05
august,321.1,0.007884809166626714,2.0547766092372328e-05
august,321.36,0.007690424771509887,2.0406117476824107e-05
august,321.62,0.007549790577969935,2.0266648070745857e-05
august,321.89,0.007460646745786498,2.0122820245727658e-05
august,322.15,0.007351711333196769,1.9984440444384395e-05
august,322.42,0.007246609150064722,1.984279182883617e-05
august,322.69,0.007146449414010573,1.970332242275792e-05
august,322.95,0.007138118296206868,1.95693010403546e-05
august,323.22,0.007163473398389999,1.943201084374632e-05
august,323.49,0.007240078059283214,1.929581025187303e-05
august,323.76,0.007417062556387045,1.9160699264734725e-05
august,324.03,0.007625889662266116,1.9026677882331405e-05
august,324.3,0.007941496942569112,1.8894835709398055e-05
august,324.57,0.00823721675724914,1.8764083141199697e-05
august,324.85,0.008564741044538682,1.863006175879638e-05
august,325.12,0.008893099969055225,1.8501488400067992e-05
august,325.39,0.00926266774464895,1.8375094250809576e-05
august,325.67,0.00966544667256506,1.8152814884872364e-05
august,325.94,0.009964576950065593,1.8029689549818906e-05
august,326.22,0.010195788895620225,1.7903295400560493e-05
august,326.5,0.010365286718589963,1.7777990856037064e-05
august,326.78,0.010409095366564826,1.7653775916248623e-05
august,327.06,0.010387366468939726,1.7531740185930152e-05
august,327.34,0.010267957775637309,1.741079406034667e-05
august,327.62,0.010148895576640617,1.7292027144233157e-05
august,327.9,0.01007097467322754,1.7652686311513635e-05
august,328.18,0.010074002684786067,1.753500900013511e-05
august,328.47,0.01016862395997228,1.7414062874551627e-05
august,328.75,0.010358136732318984,1.7298564772643074e-05
august,329.04,0.010629619379273973,1.718088746126455e-05
august,329.32,0.010863727494214197,1.706756856882597e-05
august,329.61,0.011050052083106332,1.6953160071652407e-05
august,329.9,0.011150208550346275,1.6839841179213828e-05
august,330.19,0.011115766144673358,1.6727611891510236e-05
august,330.48,0.010958873958882674,1.661647220854163e-05
august,330.77,0.010773427591406941,1.6507511735042995e-05
august,331.06,0.010589078455899337,1.639964086627935e-05
august,331.35,0.010468090925335924,1.6293949206985674e-05
august,331.64,0.010388733922882134,1.6189347152426983e-05
august,331.94,0.010337621654368662,1.6082565888398325e-05
august,332.23,0.010275550141430695,1.5981232648044596e-05
august,332.53,0.010199869465352748,1.5877720198220892e-05
august,332.83,0.010129100727420121,1.5775297353132176e-05
august,333.12,0.01009566947494127,1.5678322531718392e-05
august,333.42,0.010069075492174458,1.5579168500834634e-05
august,333.72,0.010046252631395435,1.552795707829028e-05
august,334.02,0.010132547147196884,1.5430982256876496e-05
august,334.32,0.01026873575341809,1.5337276249667668e-05
august,334.63,0.010288513168962826,1.5241391032988872e-05
august,334.93,0.010210822172148831,1.514986423525002e-05
august,335.23,0.010136702899656121,1.506051664698114e-05
august,335.54,0.009986876800571825,1.4968989849242289e-05
august,335.85,0.009648044595342593,1.4880731865708395e-05
august,336.15,0.009341970266865991,1.479574269637946e-05
august,336.46,0.009185508474945628,1.4708574317580554e-05
august,336.77,0.00910338496606971,1.4624674752986606e-05
august,337.08,0.009074085494745926,1.4541864793127644e-05
august,337.39,0.009186303886402169,1.4461234042738654e-05
august,337.71,0.009443619492592866,1.4379513687614681e-05
august,338.02,0.009643543438182365,1.4302151751430649e-05
august,338.33,0.009826713621366712,1.4226969024716592e-05
august,338.65,0.010090290096364642,1.415069669326755e-05
august,338.96,0.010330661259321567,1.407878278075845e-05
august,339.28,0.010476599648711433,1.4005779263514365e-05
august,339.6,0.010621732820202144,1.3934954955740253e-05
august,339.92,0.010748629277243387,1.386522025270113e-05
august,340.24,0.010766604486556456,1.3797664759131976e-05
august,340.56,0.010709359922594478,1.3732288475032797e-05
august,340.88,0.010640482738481788,1.3669091400403589e-05
august,341.21,0.0105829886550355,1.3604804721039397e-05
august,341.53,0.010556369611359782,1.3544876460615147e-05
august,341.86,0.010586518974376855,1.3484948200190897e-05
august,342.18,0.010672032243583318,1.342828875397161e-05
august,342.51,0.010673978277640002,1.3372718912487306e-05
august,342.84,0.010564158106005464,1.3318238675737987e-05
august,343.17,0.010376552141944988,1.3265937648458645e-05
august,343.5,0.010165642801417357,1.3214726225914287e-05
august,343.83,0.009875976830644916,1.3166783617574889e-05
august,344.17,0.009650540879790446,1.311884100923549e-05
august,344.5,0.009540815503767851,1.307416721510105e-05
august,344.84,0.009578261949695127,1.3029493420966608e-05
august,345.17,0.009728128364154619,1.2989178045772115e-05
august,345.51,0.009907780213649697,1.294886267057762e-05
august,345.85,0.010046526122183916,1.29107265048531e-05
august,346.19,0.010125314350966043,1.2875859153333536e-05
august,346.53,0.010202768903552546,1.2840991801813975e-05
august,346.88,0.010184900475503507,1.2808303659764382e-05
august,347.22,0.010127350822215733,1.2778884331919754e-05
august,347.56,0.01003191670189722,1.2751644213545094e-05
august,347.91,0.009968981132404409,1.2725493699905421e-05
august,348.26,0.009945801970877044,1.2700432791000736e-05
august,348.6,0.009974364869399977,1.2679730301035994e-05
august,348.95,0.010061045105277609,1.2659027811071255e-05
august,349.3,0.01021001586464494,1.2641594135311473e-05
august,349.66,0.010433229021840037,1.2625250064286678e-05
august,350.01,0.01066434726138746,1.2612174807466842e-05
august,350.36,0.010899828278293767,1.260127876011698e-05
august,350.72,0.010981178167807847,1.25914723175021e-05
august,351.08,0.010922677289586428,1.2584934689092184e-05
august,351.43,0.01086231863529186,1.2580576270152238e-05
august,351.79,0.010782772041614184,1.257730745594728e-05
august,352.15,0.010693806904607283,1.257730745594728e-05
august,352.52,0.010668236060686625,1.2579486665417252e-05
august,352.88,0.010821911733299628,1.2583845084357197e-05
august,353.24,0.01113462720263597,1.2590382712767117e-05
august,353.61,0.011462543747630108,1.2600189155381992e-05
august,353.98,0.011672510580061976,1.2612174807466842e-05
august,354.34,0.0118580593703828,1.2625250064286678e-05
august,354.71,0.011964426584612166,1.2641594135311473e-05
august,355.08,0.011834197026686599,1.2661207020541229e-05
august,355.46,0.011514060259500263,1.2682999115240956e-05
august,355.83,0.011148410702533548,1.2706970419410654e-05
august,356.2,0.010746293164691575,1.273203132831534e-05
august,356.58,0.010204171224846474,1.275818184195501e-05
august,356.96,0.00963870014513535,1.2783242750859696e-05
august,357.34,0.009245839889121822,1.2808303659764382e-05
august,357.72,0.009052883965812561,1.2832274963934083e-05
august,358.1,0.00898792717953635,1.2855156663368796e-05
august,358.48,0.009118796335441354,1.2876948758068523e-05
august,358.86,0.009473741615491565,1.289874085276825e-05
august,359.25,0.009918505193056166,1.2920532947467977e-05
august,359.64,0.010320223935565134,1.2941235437432717e-05
august,360.03,0.010536914718816601,1.2961937927397458e-05
august,360.42,0.010597078333863606,1.2980461207892223e-05
august,360.81,0.010608263126468242,1.2998984488386993e-05
august,361.2,0.01060213301022921,1.3017507768881758e-05
august,361.59,0.010534025087059418,1.3034941444641541e-05
august,361.99,0.010537230704189748,1.3051285515666335e-05
august,362.39,0.010697203202566237,1.3067629586691131e-05
august,362.79,0.01092654538639563,1.3082884052980941e-05
august,363.19,0.011035691092699211,1.3097048914535762e-05
august,363.59,0.011170987312642466,1.3110124171355598e-05
august,363.99,0.011426891880701355,1.3123199428175435e-05
august,364.39,0.01168103128908957,1.3135185080260283e-05
august,364.8,0.011918129279422597,1.3147170732345133e-05
august,365.21,0.012259567819177914,1.315697717496001e-05
august,365.62,0.012718422165175361,1.3166783617574889e-05
august,366.03,0.013016287411578575,1.3176590060189764e-05
august,366.44,0.013155898466272374,1.3184217293334669e-05
august,366.85,0.013183345609546681,1.3191844526479574e-05
august,367.27,0.013187006681456235,1.3198382154889491e-05
august,367.69,0.013105798440557703,1.3204919783299408e-05
august,368.1,0.013054717770581543,1.3209278202239354e-05
august,368.52,0.01301420626653475,1.32136366211793e-05
august,368.95,0.01301346533531496,1.321690543538426e-05
august,369.37,0.013128233402051073,1.3219084644854233e-05
august,369.79,0.013230917752276184,1.3221263854324204e-05
august,370.22,0.013158742334630689,1.3221263854324204e-05
august,370.65,0.013035246533967338,1.3221263854324204e-05
august,371.08,0.012905638050740713,1.3220174249589218e-05
august,371.51,0.012663157413016855,1.3217995040119245e-05
august,371.94,0.012244411417314255,1.3214726225914287e-05
august,372.38,0.011827005635435688,1.3211457411709329e-05
august,372.81,0.011420583069285785,1.3206009388034395e-05
august,373.25,0.01105566354749151,1.3200561364359462e-05
august,373.69,0.010768769531164873,1.3194023735949546e-05
august,374.13,0.010681985782837416,1.3186396502804643e-05
august,374.58,0.010741203620974455,1.3177679664924752e-05
august,375.02,0.01091221708413056,1.3167873222309873e-05
august,375.47,0.011300323394685344,1.315697717496001e-05
august,375.92,0.011821415963145208,1.3144991522875162e-05
august,376.37,0.012365477399418586,1.3131916266055325e-05
august,376.82,0.012838376750450006,1.3117751404500502e-05
august,377.28,0.013313891152845392,1.3102496938210694e-05
august,377.73,0.013566428842273175,1.3090511286125845e-05
august,378.19,0.013661431479116635,1.307416721510105e-05
august,378.65,0.01363542261409251,1.3056733539341268e-05
august,379.11,0.013472602978543503,1.30382102588465e-05
august,379.57,0.013209180137813206,1.3018597373616746e-05
august,380.04,0.012901323215990166,1.2997894883652006e-05
august,380.51,0.012538887992991661,1.2976102788952279e-05
august,380.98,0.012014635570800335,1.2953221089517566e-05
august,381.45,0.011361526492649527,1.2930339390082852e-05
august,381.92,0.01063753535767365,1.2905278481178167e-05
august,382.39,0.010057155216373709,1.2879127967538496e-05
august,382.87,0.009620881838904118,1.2851887849163837e-05
august,383.35,0.0093827781434007,1.2823558126054192e-05
august,383.83,0.00939461125082265,1.279413879820956e-05
august,384.31,0.009734601705885172,1.2763629865629942e-05
august,384.8,0.01015264381692897,1.273203132831534e-05
august,385.28,0.01049509242027362,1.269934318626575e-05
august,385.77,0.010739425386046957,1.2664475834746188e-05
august,386.26,0.010896908137604001,1.2629608483226623e-05
august,386.76,0.011003024742744323,1.2592561922237088e-05
august,387.25,0.011065284757301442,1.2554425756512565e-05
august,387.75,0.011186307155216374,1.2516289590788044e-05
august,388.25,0.011413250029419326,1.2478153425063523e-05
august,388.75,0.011811696688909131,1.2438927654604015e-05
august,389.25,0.012300711293970997,1.2399701884144505e-05
august,389.76,0.012781815368656864,1.2360476113684999e-05
august,390.26,0.0131019957200326,1.232125034322549e-05
august,390.77,0.0130740473585802,1.2280934968030997e-05
august,391.29,0.012741837770930216,1.2239529988101515e-05
august,391.8,0.012163824251114666,1.219921461290702e-05
august,392.32,0.011440479251746636,1.2156720028242555e-05
august,392.84,0.0108165541468177,1.2115315048313074e-05
august,393.36,0.010467867556365253,1.2073910068383594e-05
august,393.88,0.01045851003090119,1.2031415483719126e-05
august,394.4,0.010586127806276996,1.198892089905466e-05
august,394.93,0.010806781481949607,1.1946426314390191e-05
august,395.46,0.01111300944469384,1.1902842124990739e-05
august,395.99,0.011412029672116143,1.1859257935591285e-05
august,396.53,0.011726358846065,1.1814584141456845e-05
august,397.07,0.012204183210498558,1.1769910347322404e-05
august,397.61,0.013084333227278472,1.1724146948452977e-05
august,398.15,0.014170157033834405,1.1679473154318539e-05
august,398.69,0.015303967032919138,1.1633709755449112e-05
august,399.24,0.01644633042917351,1.1587946356579687e-05
august,399.79,0.017480953709232437,1.1541093352975273e-05
august,400.34,0.01823025309338784,1.149424034937086e-05
august,400.89,0.0186400098500268,1.144738734576645e-05
august,401.45,0.018914121713207315,1.139944473742705e-05
august,402.01,0.019007642487611193,1.1351502129087652e-05
august,402.57,0.01902935830997947,1.1302469916013265e-05
august,403.13,0.018959896008124092,1.1254527307673867e-05
august,403.7,0.018807460305699502,1.1204405489864496e-05
august,404.27,0.0186480729250657,1.1154283672055125e-05
august,404.84,0.018452674107940603,1.1104161854245752e-05
august,405.41,0.01831426161845529,1.1054040036436382e-05
august,405.99,0.01824252204270379,1.1002828613892023e-05
august,406.57,0.018297982923714592,1.0951617191347667e-05
august,407.15,0.01834609986881159,1.0899316164068321e-05
august,407.74,0.018380585858673908,1.0846579294894984e-05
august,408.33,0.01848970977288279,1.0793406583827651e-05
august,408.92,0.01863299279553349,1.074001595181332e-05
august,409.51,0.01872485737074019,1.068651635932549e-05
august,410.11,0.0187757963921008,1.0631709241155677e-05
august,410.7,0.018907202723140153,1.0577664846300355e-05
august,411.31,0.0191265619483876,1.052155020244856e-05
august,411.91,0.01929100509499174,1.0466198281911253e-05
august,412.52,0.019365871836332652,1.0409538835691964e-05
august,413.13,0.019465919343099096,1.0352770428999175e-05
august,413.74,0.019585481670669147,1.0295675140885893e-05
august,414.36,0.01959401327574409,1.0237490248037621e-05
august,414.98,0.01951582323996147,1.0178978473768855e-05
august,415.6,0.019452974838847458,1.0120248778553091e-05
august,416.22,0.019420493721697515,1.006130116239033e-05
august,416.85,0.019316164068322574,1.0001154981019085e-05
august,417.48,0.019170527499444298,9.940681918227343e-06
august,418.11,0.019112473359164227,9.879990934488604e-06
august,418.75,0.01910686189477905,9.818537227435376e-06
august,419.39,0.01908832771823693,9.758500006537627e-06
august,420.04,0.01906206824412376,9.699007588007374e-06
august,420.68,0.01908534220126307,9.641803339420591e-06
august,421.33,0.019125886393451908,9.5852528536748e-06
august,421.98,0.019057066958390174,9.530118854084491e-06
august,422.64,0.01894010878613674,9.475747577808673e-06
august,423.3,0.01886605924834707,9.422901748161836e-06
august,423.96,0.018799506191134106,9.371581365143979e-06
august,424.63,0.018678952323255213,9.321023705440613e-06
august,425.3,0.01855265623842295,9.272100452839727e-06
august,425.97,0.018423941231079013,9.22481160734132e-06
august,426.65,0.01819481914740609,9.178394445630903e-06
august,427.32,0.01778070397182718,9.134265453863956e-06
august,428.01,0.01729481653235472,9.090463343517506e-06
august,428.69,0.016959392610736528,9.048949403114526e-06
august,429.38,0.01664115175578907,9.008416106973033e-06
august,430.08,0.016502652097924956,8.969190336513525e-06
august,430.77,0.016535460096495393,8.93203481505049e-06
august,431.47,0.016910382189756844,8.896186819269441e-06
august,432.18,0.017398427046604572,8.861537388696876e-06
august,432.89,0.017909702276402213,8.828740286173786e-06
august,433.6,0.018428779076102353,8.797686551226676e-06
august,434.31,0.018873588417065826,8.768376183855545e-06
august,435.03,0.019200360877088228,8.740591263113393e-06
august,435.75,0.019352164608766525,8.714549709947219e-06
august,436.48,0.019452440932527314,8.690033603410027e-06
august,437.21,0.01944904136575416,8.66736982492231e-06
august,437.94,0.01943939836384953,8.64666733495757e-06
august,438.68,0.019498890782379784,8.627599252095309e-06
august,439.42,0.019649125483239698,8.610383497282525e-06
august,440.17,0.019863385358327414,8.594911110045719e-06
august,440.92,0.020141746679974374,8.581508971805387e-06
august,441.67,0.020489897184897205,8.570068122088031e-06
august,442.43,0.02076769191208197,8.560479600420151e-06
august,443.19,0.02096400599718446,8.552961327748746e-06
august,443.96,0.021107408876356013,8.547404343600316e-06
august,444.73,0.02122901966082784,8.544026568921857e-06
august,445.5,0.0213036793772691,8.542719043239874e-06
august,446.28,0.02141935181593525,8.543481766554363e-06
august,447.06,0.021674559036963748,8.546423699338827e-06
august,447.85,0.021959893828914622,8.551544841593264e-06
august,448.64,0.022190966305063176,8.558954153791171e-06
august,449.43,0.02235402565365388,8.568433714985552e-06
august,450.23,0.022505491607864327,8.578458078547426e-06
august,451.04,0.022543300892168355,8.587501797847812e-06
august,451.85,0.022453059828016788,8.595455912413213e-06
august,452.66,0.022338727603174673,8.602320422243626e-06
august,453.48,0.022286012526096032,8.607986366865554e-06
august,454.3,0.022284083925715105,8.612562706752498e-06
august,455.13,0.022290676034361776,8.809018440470535e-06
august,455.96,0.022335393412685613,8.814902306039461e-06
august,456.8,0.022424207094634347,8.8196965668734e-06
august,457.64,0.022511277409007106,8.82307434155186e-06
august,458.48,0.022567980439415797,8.825144590548332e-06
august,459.33,0.022618025984893715,8.826016274336321e-06
august,460.19,0.02266908486277518,8.825580432442327e-06
august,461.05,0.022700825048705332,8.82372810439285e-06
august,461.92,0.02271448869208206,8.820459290187891e-06
august,462.79,0.022667461351720045,8.81577398982745e-06
august,463.66,0.022582472182391115,8.809781163785025e-06
august,464.54,0.02246706124886136,8.802262891113619e-06
august,465.43,0.022352979633108293,8.793219171813233e-06
august,466.32,0.022212867360236397,8.782758966357364e-06
august,467.22,0.02211319031907985,8.770664353799015e-06
august,468.12,0.022091943026747614,8.757044294611686e-06
august,469.03,0.022097042376907353,8.741898788795376e-06
august,469.94,0.02212674500198308,8.725118875876586e-06
august,470.86,0.022201818768223636,8.706595595381819e-06
august,471.78,0.02231636891401275,8.686655828731568e-06
august,472.71,0.022422136845637874,8.664754773558344e-06
august,473.64,0.02251433919831242,8.641437232229637e-06
august,474.58,0.022609418107487327,8.616158402377954e-06
august,475.53,0.02270588081467567,8.589027244476793e-06
august,476.48,0.02277593150308794,8.560152718999655e-06
august,477.44,0.02285250892386278,8.529316904999542e-06
august,478.4,0.02291777624748846,8.49684668389695e-06
august,479.37,0.02292985996399946,8.462306213797882e-06
august,480.34,0.02289630013816188,8.426022376122838e-06
august,481.33,0.022695137311988703,8.387232447557324e-06
august,482.31,0.022398743031977718,8.347026032836328e-06
august,483.31,0.022038737627538232,8.304204566751365e-06
august,484.3,0.021664687218064773,8.260075574984417e-06
august,485.31,0.021325613120584376,8.213113610906506e-06
august,486.32,0.02109065075553192,8.16429931877912e-06
august,487.34,0.021021962073038383,8.11319685670826e-06
august,488.37,0.021091043013236516,8.059588303746933e-06
august,489.4,0.021232974926015835,8.00401846226263e-06
august,490.43,0.021400534342162037,7.94648733225535e-06
august,491.48,0.021561414481282768,7.88590530899011e-06
august,492.53,0.021692090777149682,7.823253036728395e-06
august,493.59,0.02175840412132095,7.757985713102713e-06
august,494.65,0.02178689728514084,7.690648140480558e-06
august,495.72,0.021743400264120187,7.620586556020938e-06
august,496.8,0.021651317767966492,7.547691999250352e-06
august,497.89,0.02154780531814279,7.4720734306422995e-06
august,498.98,0.02140597146978962,7.394166692090776e-06
august,500.08,0.021295136876146807,7.3134269812282894e-06
august,501.19,0.021220913001599537,7.2296363771078395e-06
august,502.3,0.021205309861794534,7.1436665635174175e-06
august,503.42,0.0212398285397989,7.054536896195536e-06
august,504.55,0.021296934723959535,6.962356335615692e-06
august,505.69,0.02136673480328276,6.866906960830889e-06
august,506.83,0.021409164011663127,6.769169416102613e-06
august,507.99,0.02139295069320653,6.6671824129078936e-06
august,509.14,0.02133806730270527,6.5637789235576895e-06
august,510.31,0.02123592775484765,6.455908054794043e-06
august,511.49,0.021018704154880774,6.3447683718254365e-06
august,512.67,0.020733205922219656,6.232757005068841e-06
august,513.86,0.020451673850793883,6.121835243047232e-06
august,515.06,0.02020256841628131,6.012003085760609e-06
august,516.27,0.019983546968501704,5.903369493682472e-06
august,517.49,0.01985400386155918,5.796043427286317e-06
august,518.71,0.019902981594396817,5.690787609886637e-06
august,519.94,0.0200398141570164,5.586839318168941e-06
august,521.18,0.02016666594026351,5.484198552133228e-06
august,522.43,0.02030867412537428,5.383083232726495e-06
august,523.69,0.02047332429687806,5.2833843994752456e-06
august,524.96,0.02061077793419659,5.185211012852977e-06
august,526.24,0.020655789505798876,5.088563072859689e-06
august,527.52,0.020709354474570806,4.994421223756869e-06
august,528.82,0.020823163689140126,4.9010420979685406e-06
august,530.12,0.02090791314542736,4.81016906307068e-06
august,531.44,0.020948435545521504,4.720494593381305e-06
august,532.76,0.020955027654168172,4.6332172541089e-06
